SECTOR IES,NIVEL DE FORMACIÓN,NIVEL ACADÉMICO,MODALIDAD,ÁREA DE CONOCIMIENTO,CARÁCTER IES,IES ACREDITADA,PROGRAMA ACREDITADO,SEXO,DEPARTAMENTO DE OFERTA DEL PROGRAMA,SEMESTRE,MATRICULADOS,GRADUADOS,MATRICULADOS PRIMER CURSO,TASA_NO_GRADUACION,RIESGO_DESERCION,PROB_RIESGO_ALTO,PRED_RIESGO
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,2.0,34.0,8.0,4.0,0.7647058823529411,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,1.0,27.0,5.0,16.0,0.8148148148148149,1,93.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,2.0,32.0,5.0,6.0,0.84375,1,97.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,1.0,17.0,4.0,9.0,0.7647058823529411,1,98.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,2.0,15.0,6.0,4.0,0.6,1,96.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,1.0,7.0,19.0,0.0,0.0,0,21.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,2.0,2.0,7.0,0.0,0.0,0,9.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,1.0,6.0,6.0,0.0,0.0,0,58.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,2.0,2.0,6.0,0.0,0.0,0,27.1,0
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,1.0,25.0,16.0,20.0,0.36,0,32.0,0
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,2.0,28.0,7.0,7.0,0.75,1,94.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,1.0,11.0,9.0,6.0,0.1818181818181817,0,88.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,2.0,12.0,3.0,6.0,0.75,1,83.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,1.0,1150.0,167.0,0.0,0.8547826086956521,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,2.0,990.0,140.0,0.0,0.8585858585858586,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,1.0,288.0,34.0,0.0,0.8819444444444444,1,98.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,2.0,243.0,39.0,0.0,0.8395061728395061,1,98.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,1.0,335.0,14.0,83.0,0.9582089552238806,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,2.0,363.0,14.0,67.0,0.9614325068870524,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,1.0,205.0,9.0,40.0,0.9560975609756096,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,2.0,227.0,5.0,42.0,0.9779735682819384,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,1.0,490.0,42.0,103.0,0.9142857142857144,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,2.0,502.0,47.0,86.0,0.9063745019920318,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,1.0,276.0,18.0,55.0,0.9347826086956522,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,2.0,288.0,27.0,58.0,0.90625,1,100.0,1
Privado,Formación técnica profesional,Pregrado,A distancia,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Atlántico,1.0,1.0,0.0,0.0,1.0,1,74.6,1
Privado,Formación técnica profesional,Pregrado,A distancia,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Córdoba,1.0,1.0,0.0,0.0,1.0,1,90.0,1
Privado,Formación técnica profesional,Pregrado,A distancia,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Córdoba,2.0,2.0,0.0,0.0,1.0,1,78.0,1
Privado,Formación técnica profesional,Pregrado,A distancia,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Córdoba,1.0,1.0,0.0,0.0,1.0,1,86.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,1.0,1074.0,109.0,170.0,0.8985102420856611,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,2.0,994.0,118.0,87.0,0.8812877263581489,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,1.0,222.0,8.0,40.0,0.963963963963964,1,100.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,2.0,202.0,15.0,13.0,0.9257425742574258,1,100.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Magdalena,1.0,9.0,0.0,9.0,1.0,1,90.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Magdalena,2.0,9.0,0.0,0.0,1.0,1,81.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Magdalena,1.0,10.0,0.0,10.0,1.0,1,92.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Magdalena,2.0,9.0,1.0,0.0,0.8888888888888888,1,89.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Magdalena,1.0,35.0,0.0,20.0,1.0,1,79.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Magdalena,2.0,28.0,14.0,0.0,0.5,0,28.0,0
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Magdalena,1.0,26.0,0.0,10.0,1.0,1,87.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Magdalena,2.0,21.0,13.0,0.0,0.3809523809523809,0,80.0,1
Privado,Doctorado,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Cundinamarca,1.0,1.0,1.0,0.0,0.0,0,18.0,0
Privado,Doctorado,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Cundinamarca,2.0,6.0,1.0,3.0,0.8333333333333334,1,100.0,1
Privado,Doctorado,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Cundinamarca,1.0,7.0,0.0,0.0,1.0,1,100.0,1
Privado,Doctorado,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Cundinamarca,2.0,7.0,1.0,2.0,0.8571428571428572,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,175.0,17.0,19.0,0.9028571428571428,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,157.0,14.0,15.0,0.910828025477707,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,64.0,4.0,10.0,0.9375,1,100.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,61.0,4.0,5.0,0.9344262295081968,1,100.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Magdalena,1.0,24.0,2.0,17.0,0.9166666666666666,1,84.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Magdalena,2.0,27.0,7.0,3.0,0.7407407407407407,1,84.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Magdalena,1.0,28.0,2.0,14.0,0.9285714285714286,1,91.0,1
Privado,Especialización universitaria,Posgrado,Presencial,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Magdalena,2.0,30.0,10.0,1.0,0.6666666666666667,1,87.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,1.0,34.0,4.0,16.0,0.8823529411764706,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,2.0,44.0,10.0,17.0,0.7727272727272727,1,99.0,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,1.0,6.0,3.0,1.0,0.5,0,33.0,0
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,2.0,5.0,3.0,3.0,0.4,0,22.0,0
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Caldas,1.0,316.0,17.0,47.0,0.9462025316455696,1,100.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Caldas,2.0,304.0,35.0,37.0,0.8848684210526316,1,100.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Caldas,1.0,115.0,4.0,10.0,0.9652173913043478,1,100.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Caldas,2.0,118.0,16.0,15.0,0.864406779661017,1,100.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,Bolívar,1.0,2.0,0.0,0.0,1.0,1,59.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Bolívar,1.0,2.0,1.0,2.0,0.5,0,31.6,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,Bolívar,2.0,1.0,2.0,0.0,0.0,0,98.3,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",1.0,14.0,1.0,5.0,0.9285714285714286,1,98.0,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",2.0,14.0,4.0,4.0,0.7142857142857143,1,99.0,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",1.0,32.0,2.0,10.0,0.9375,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",2.0,36.0,6.0,13.0,0.8333333333333334,1,92.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Antioquia,1.0,14.0,3.0,2.0,0.7857142857142857,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Universidad,Si,No,Femenino,Antioquia,2.0,17.0,0.0,4.0,1.0,1,99.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Antioquia,1.0,169.0,4.0,75.0,0.9763313609467456,1,100.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Córdoba,1.0,1.0,0.0,0.0,1.0,1,86.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Nariño,1.0,1.0,0.0,0.0,1.0,1,64.0,1
Privado,Universitario,Pregrado,A distancia,Ciencias sociales y humanas,Universidad,Si,No,Masculino,Antioquia,2.0,174.0,36.0,11.0,0.7931034482758621,1,100.0,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",1.0,13.0,0.0,7.0,1.0,1,66.0,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,"Bogotá, D.C.",2.0,15.0,7.0,7.0,0.5333333333333333,1,71.0,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",1.0,11.0,0.0,5.0,1.0,1,93.0,1
Privado,Especialización universitaria,Posgrado,Virtual,Ciencias de la educación,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,"Bogotá, D.C.",2.0,12.0,6.0,4.0,0.5,0,21.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Sucre,1.0,269.0,0.0,269.0,1.0,1,92.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Sucre,2.0,268.0,0.0,1.0,1.0,1,93.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Sucre,1.0,313.0,0.0,0.0,1.0,1,97.1,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Sucre,2.0,118.0,309.0,118.0,0.0,0,26.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,La Guajira,1.0,125.0,0.0,46.0,1.0,1,100.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,La Guajira,2.0,111.0,123.0,65.0,0.0,0,30.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,La Guajira,2.0,3.0,0.0,3.0,1.0,1,85.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Amazonas,1.0,30.0,0.0,30.0,1.0,1,95.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Amazonas,2.0,30.0,0.0,0.0,1.0,1,88.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,Si,Femenino,Antioquia,1.0,728.0,0.0,349.0,1.0,1,97.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,Si,Femenino,Antioquia,2.0,509.0,595.0,160.0,0.0,0,14.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,Si,Masculino,Antioquia,1.0,2.0,0.0,2.0,1.0,1,76.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,Ciencias sociales y humanas,Institución Universitaria/Escuela Tecnológica,Si,Si,Masculino,Antioquia,2.0,2.0,2.0,0.0,0.0,0,25.1,0
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Cauca,1.0,48.0,2.0,12.0,0.9583333333333334,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Cauca,2.0,35.0,12.0,0.0,0.6571428571428571,1,87.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Cauca,1.0,25.0,0.0,3.0,1.0,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Cauca,2.0,24.0,17.0,0.0,0.2916666666666666,0,86.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,1.0,34.0,20.0,0.0,0.4117647058823529,0,20.0,0
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,2.0,7.0,26.0,0.0,0.0,0,18.1,0
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,1.0,16.0,3.0,0.0,0.8125,1,97.0,1
Oficial,Formación técnica profesional,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,2.0,5.0,12.0,0.0,0.0,0,43.2,0
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,1.0,40.0,15.0,22.0,0.625,1,95.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Femenino,Casanare,2.0,49.0,17.0,25.0,0.653061224489796,1,98.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,1.0,6.0,1.0,3.0,0.8333333333333334,1,92.0,1
Oficial,Tecnológico,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,No,No,Masculino,Casanare,2.0,13.0,3.0,11.0,0.7692307692307692,1,86.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,1.0,8.0,0.0,8.0,1.0,1,77.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Femenino,Antioquia,2.0,15.0,13.0,8.0,0.1333333333333333,0,9.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,1.0,8.0,0.0,8.0,1.0,1,76.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,Si,No,Masculino,Antioquia,2.0,13.0,3.0,4.0,0.7692307692307692,1,82.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Atlántico,1.0,35.0,1.0,0.0,0.9714285714285714,1,96.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Atlántico,2.0,17.0,21.0,0.0,0.0,0,26.5,0
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Atlántico,1.0,31.0,0.0,0.0,1.0,1,98.0,1
Privado,Universitario,Pregrado,Presencial,Ciencias de la salud,Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Atlántico,2.0,18.0,10.0,0.0,0.4444444444444444,0,49.4,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,4.0,2.0,1.0,0.5,0,40.1,0
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,4.0,0.0,0.0,1.0,1,99.1,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,8.0,0.0,2.0,1.0,1,90.2,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,8.0,1.0,0.0,0.875,1,100.0,1
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Femenino,Risaralda,2.0,11.0,4.0,7.0,0.6363636363636364,1,45.0,0
Privado,Especialización universitaria,Posgrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,No,Masculino,Risaralda,2.0,20.0,7.0,5.0,0.65,1,81.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Antioquia,1.0,218.0,31.0,55.0,0.8577981651376146,1,100.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Antioquia,2.0,231.0,33.0,54.0,0.8571428571428572,1,96.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,1.0,98.0,10.0,25.0,0.8979591836734694,1,100.0,1
Privado,Universitario,Pregrado,Virtual,"Economía, administración, contaduría y afines",Institución Universitaria/Escuela Tecnológica,No,No,Masculino,Antioquia,2.0,103.0,14.0,29.0,0.8640776699029127,1,99.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,Bolívar,1.0,91.0,12.0,7.0,0.8681318681318682,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,Bolívar,2.0,89.0,10.0,7.0,0.8876404494382022,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,Bolívar,1.0,96.0,3.0,16.0,0.96875,1,100.0,1
Privado,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,Bolívar,2.0,99.0,15.0,8.0,0.8484848484848485,1,100.0,1
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,4.0,0.0,3.0,1.0,1,40.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,12.0,8.0,6.0,0.3333333333333333,0,17.0,0
Oficial,Especialización universitaria,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,12.0,6.0,5.0,0.5,0,70.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Femenino,Cauca,1.0,35.0,2.0,0.0,0.9428571428571428,1,95.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Femenino,Cauca,2.0,31.0,7.0,0.0,0.7741935483870968,1,74.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Masculino,Cauca,1.0,23.0,1.0,0.0,0.9565217391304348,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Masculino,Cauca,2.0,24.0,1.0,0.0,0.9583333333333334,1,97.0,1
Oficial,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Cauca,1.0,18.0,1.0,0.0,0.9444444444444444,1,97.0,1
Oficial,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,Cauca,2.0,18.0,6.0,7.0,0.6666666666666667,1,80.0,1
Oficial,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Cauca,1.0,15.0,1.0,0.0,0.9333333333333332,1,100.0,1
Oficial,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,Cauca,2.0,12.0,7.0,6.0,0.4166666666666666,0,25.0,0
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Femenino,Chocó,1.0,2.0,22.0,0.0,0.0,0,18.0,0
Privado,Maestría,Posgrado,Presencial,Ciencias de la educación,Universidad,Si,No,Masculino,Chocó,1.0,2.0,11.0,0.0,0.0,0,31.0,0
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,4.0,0.0,0.0,1.0,1,94.0,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,4.0,1.0,0.0,0.75,1,94.1,1
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,4.0,1.0,2.0,0.75,1,38.9,0
Privado,Maestría,Posgrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,1.0,1.0,0.0,0.0,0,4.8,0
Privado,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Institución Universitaria/Escuela Tecnológica,No,No,Femenino,Atlántico,1.0,13.0,6.0,4.0,0.5384615384615384,1,100.0,1
